Date,BLH,WindSpeed,VentilationCoefficient,PM25,PM10,Toluene,Benzene,Ozone,AdjustedPM25,AdjustedPM10,AdjustedToluene,AdjustedBenzene,AdjustedOzone
01-Mar-2024 00:00:00,17.8611716202536,1.06463428235914,19.0156156300221,83.5,261.75,3.325,0.5,6.4,4.39112788271599,13.7650026742624,0.174856289940487,0.0262941789384191,0.336565490411765
01-Mar-2024 01:00:00,24.984361388098,1.72276767870008,43.0422502723775,74,215,3.2,0.4,7.2,1.71924096746145,4.9950920000569,0.0743455553496841,0.00929319441871052,0.167277499536789
01-Mar-2024 02:00:00,31.0181221326247,1.18301706024335,36.6949676596068,76.25,223.25,3.25,0.4,6.075,2.07794160516279,6.08394050298482,0.0885680028430041,0.0109006772729851,0.165554036083462
01-Mar-2024 03:00:00,55.6559785061104,0.559630941760881,31.1468076659979,82.5,242.5,3.425,0.425,5.3,2.64874657090662,7.7857096175134,0.109963115216426,0.0136450580925493,0.17016190091885
01-Mar-2024 04:00:00,124.206204742543,0.32947823559475,40.9232411884935,81.5,230.5,3.775,0.475,5.525,1.99153335935951,5.63249618812721,0.0922458703261615,0.0116070962662058,0.135008856570077
01-Mar-2024 05:00:00,300.861310985086,0.825152846119376,248.256567046551,83,239.75,3.85,0.575,4.675,0.334331538486298,0.965734775326384,0.0155081496767741,0.00231615222445327,0.0188313246075114
01-Mar-2024 06:00:00,564.251727930206,0.522548038195761,294.848633478498,81.75,227,3.675,0.55,4.125,0.277260908539913,0.769886559493091,0.0124640224939961,0.00186536391066608,0.0139902293299956
01-Mar-2024 07:00:00,734.118853335156,0.712892793874633,523.348040390142,79.75,237.25,3.55,0.525,3.9,0.152384252629567,0.453331209233413,0.00678324886313432,0.00100315652201282,0.00745201987780953
01-Mar-2024 08:00:00,849.095516411423,1.78219731885287,1513.25575279843,91.75,284.25,4.225,0.775,7.575,0.0606308615251115,0.187840026032839,0.00279199335088388,0.000512140792173966,0.00500576322673264
01-Mar-2024 09:00:00,892.924084041807,2.59618961345847,2318.20023259626,103.5,306.25,4.075,0.725,12.45,0.0446467041736449,0.132106793750519,0.0017578291739865,0.00031274261377674,0.00537054557451091
01-Mar-2024 10:00:00,638.751912678603,1.85021330077988,1181.82728473654,77.75,226.25,3.325,0.6,31.175,0.0657879548087541,0.191440833125153,0.0028134398680271,0.000507688397237974,0.0263786429731564
01-Mar-2024 11:00:00,529.892812579427,2.41564244575957,1280.03156976979,72,217.75,2.85,0.55,72.225,0.0562486126908176,0.170112991853132,0.0022265075856782,0.000429676902499301,0.0564243896054764
01-Mar-2024 12:00:00,355.919377778896,3.59617890708647,1279.94975899181,51.25,176.25,2.425,0.45,118.125,0.0400406341264276,0.137700717361617,0.00189460561476267,0.000351576299646681,0.0922887786572538
01-Mar-2024 13:00:00,231.64066688815,3.04216380948203,704.688853611413,35.75,139.25,2.15,0.425,136.3,0.0507316098683656,0.197604941934823,0.00305099192215346,0.000603103054379171,0.193418697204426
01-Mar-2024 14:00:00,89.5120804615126,2.29313612469357,205.263385302772,43.25,161.25,2.15,0.4,162.925,0.210704894768273,0.785576052748763,0.0104743473699835,0.00194871578976437,0.793736300118401
01-Mar-2024 15:00:00,116.496399346759,2.58915520748942,301.627259022427,61,229,2.05,0.4,163.85,0.202236363509388,0.759215200715573,0.00679646795400404,0.00132614008858615,0.543220133787103
01-Mar-2024 16:00:00,177.672029117658,3.59558026533786,638.834041597987,68,252.25,1.675,0.3,84.475,0.106443920599322,0.394859984870279,0.00262196422064506,0.000469605532055832,0.132233091068055
01-Mar-2024 17:00:00,217.813298515276,3.92870056242912,855.723228381506,52.5,191.5,1.5,0.25,90.675,0.061351612599435,0.223787310719844,0.00175290321712671,0.000292150536187786,0.10596299947531
01-Mar-2024 18:00:00,292.81629665905,4.57023509562728,1338.2393155628,45.25,172.5,1.625,0.25,61.95,0.0338130852036506,0.128900711549828,0.00121428206532447,0.000186812625434534,0.0462921685826774
01-Mar-2024 19:00:00,337.063875452249,4.95337242749955,1669.60290697131,56.5,209.5,1.5,0.225,31.825,0.0338403819040373,0.125478938210545,0.000898417218691255,0.000134762582803688,0.0190614186565661
01-Mar-2024 20:00:00,360.025687174477,4.61773955708807,1662.5048572334,63.25,219,2.025,0.3,26.8,0.0380450016279985,0.131728938443188,0.00121804155409798,0.000180450600607107,0.0161202536542349
01-Mar-2024 21:00:00,320.973846800177,3.76287463544287,1207.78434676491,71.75,245.75,2.1,0.3,36.175,0.059406300629897,0.20347175442226,0.00173872099404577,0.000248388713435109,0.0299515390283836
01-Mar-2024 22:00:00,278.905126053613,3.23484794191757,902.215673004791,69,208.5,1.65,0.25,39.125,0.0764783876677718,0.231097736648267,0.00182883100944672,0.000277095607491927,0.0433654625724865
01-Mar-2024 23:00:00,222.925234701611,3.16381790991343,705.294850120612,46.25,153.5,1.45,0.25,24.3,0.0655754114638591,0.217639473723295,0.00205587776481288,0.000354461683588428,0.0344536756447952
02-Mar-2024 00:00:00,187.141681397263,3.33668340136643,624.432542022053,46.5,145.75,1.6,0.325,23.425,0.0744676115844677,0.233411922331961,0.00256232642011072,0.000520472554084989,0.0375140602444334
02-Mar-2024 01:00:00,194.432475630234,3.74585094680969,728.315072930063,19,90,1.5,0.3,25.3,0.0260876105770565,0.12357289220711,0.00205954820345183,0.000411909640690366,0.0347377130315542
02-Mar-2024 02:00:00,237.255416469864,4.08431444069106,969.025723620036,19.75,84.25,1.45,0.3,26.925,0.0203812958919387,0.0869429963997893,0.00149634830599044,0.000309589304687677,0.027785640095719
02-Mar-2024 03:00:00,363.210172011866,4.3708327557857,1587.53091706402,18.75,61.75,1.275,0.3,24.25,0.0118107936031106,0.0388968802662441,0.000803133965011518,0.000188972697649769,0.015275293060023
02-Mar-2024 04:00:00,387.764226152789,4.28890409855606,1663.08357882012,9.75,47,1,0.275,22.925,0.00586260373451417,0.0282607564638119,0.000601292690719402,0.000165355489947835,0.0137846349347423
02-Mar-2024 05:00:00,373.098835454286,5.28633171545928,1972.32420686291,12.25,52.25,0.9,0.3,18.15,0.00621094643435132,0.0264915878526413,0.000456314431911525,0.000152104810637175,0.00920234104354909
02-Mar-2024 06:00:00,511.372519183032,6.09251788712232,3115.54622010542,13.25,58.5,0.875,0.3,20.325,0.00425286581033346,0.0187768037663779,0.000280849628984285,9.62913013660406e-05,0.00652373566754925
02-Mar-2024 07:00:00,708.056359008102,6.43432847410011,4555.86719203348,13.75,58.25,0.85,0.225,30.95,0.0030180862216624,0.0127857107208607,0.000186572602793676,4.93868654453847e-05,0.00679343771348736
02-Mar-2024 08:00:00,884.627663018082,7.16161404449255,6335.36189561692,14.25,60.25,0.625,0.2,25.475,0.00224927955731444,0.00951011181250491,9.8652612162914e-05,3.15688358921325e-05,0.00402108047176038
02-Mar-2024 09:00:00,1090.61355065763,7.4772893248956,8154.8330599188,16.75,55,0.6,0.175,21.975,0.00205399667619521,0.00674446669795441,7.35760003413208e-05,2.14596667662186e-05,0.00269472101250088
02-Mar-2024 10:00:00,1242.54699829413,8.82770464120971,10968.8379037623,14.5,55.75,0.6,0.125,28.1,0.00132192672799245,0.00508258035072959,5.4700416330722e-05,1.13959200689004e-05,0.00256180283148882
02-Mar-2024 11:00:00,1181.37136852323,7.68264438221899,9076.05610769933,19.25,74,0.625,0.1,35.65,0.00212096529280708,0.00815332112559605,6.88625095067234e-05,1.10180015210757e-05,0.0039279175422635
02-Mar-2024 12:00:00,926.52877929952,5.29075123072838,4902.0332793842,19.75,118.5,0.6,0.125,49.1,0.00402894041602284,0.0241736424961371,0.000122398189853859,2.54996228862205e-05,0.0100162518697074
02-Mar-2024 13:00:00,797.473341152691,4.96715032266108,3961.1699638202,18.25,102,0.65,0.1,52.725,0.00460722467520669,0.0257499680477305,0.000164092933637499,2.52450667134613e-05,0.0133104614246725
02-Mar-2024 14:00:00,744.175121242702,5.18347516647441,3857.41326046963,17.5,83,0.625,0.1,51.275,0.00453671899232011,0.0215170100778611,0.000162025678297147,2.59241085275435e-05,0.0132925866474979
02-Mar-2024 15:00:00,759.762336499397,5.47529240508656,4159.92095070596,22,84,0.6,0.1,49.925,0.00528856203295557,0.0201926913985576,0.000144233509989697,2.40389183316162e-05,0.0120014299770594
02-Mar-2024 16:00:00,800.406419292392,5.91963981349893,4738.11770662336,26.25,116.5,0.775,0.2,48.475,0.0055401747329547,0.0245878231005418,0.000163567063544377,4.22108551082263e-05,0.0102308560068563
02-Mar-2024 17:00:00,754.985609243313,6.08131009571563,4591.30160761137,36.5,164.25,0.775,0.2,48.05,0.00794981535072559,0.0357741690782652,0.000168797449227735,4.35606320587704e-05,0.0104654418521196
02-Mar-2024 18:00:00,714.676735380569,5.72168807901558,4089.15735717677,26.75,111.75,0.725,0.2,42.575,0.00654169005089809,0.0273283687173032,0.000177298141566397,4.89098321562474e-05,0.0104116805202612
02-Mar-2024 19:00:00,610.0915491421,4.76078015726622,2904.51174127152,19,75,0.875,0.2,38.8,0.00654154697673294,0.0258218959607879,0.000301255452875859,6.88583892287678e-05,0.0133585275103809
02-Mar-2024 20:00:00,593.247300396962,3.88548319446447,2305.05241585381,16.75,67,0.875,0.2,37.8,0.00726664603581071,0.0290665841432428,0.00037960091231847,8.67659228156502e-05,0.0163987594121579
02-Mar-2024 21:00:00,441.39765499303,2.58226569833147,1139.80602381245,17.75,68.25,0.675,0.2,39.025,0.0155728252256725,0.0598786096705436,0.000592206029708673,0.000175468453247014,0.0342382819398236
02-Mar-2024 22:00:00,98.8141282759916,0.606688134688957,59.9493591646767,14.75,63,0.6,0.2,28.925,0.246040995358812,1.05088696322747,0.010008447268833,0.00333614908961102,0.482490562084993
02-Mar-2024 23:00:00,100.071161764435,0.804622803056945,80.5195386840647,17,61.5,0.6,0.2,28.35,0.211128879745611,0.763789770844417,0.00745160752043334,0.00248386917347778,0.352088455340475
03-Mar-2024 00:00:00,138.033573115418,1.30565380726129,180.224060268025,17.5,57,0.5,0.175,26.475,0.0971013524718867,0.316272976622717,0.00277432435633962,0.000971013524718867,0.146900474668183
03-Mar-2024 01:00:00,76.4389321817039,1.15981733714441,88.6551987771461,19,59,0.5,0.1,29.2,0.214313432963594,0.665499607623792,0.00563982718325247,0.00112796543665049,0.329365907501944
03-Mar-2024 02:00:00,141.88847581331,2.65452749573454,376.646860374298,19,61,0.45,0.1,28.575,0.0504451304362885,0.161955418769137,0.00119475308928052,0.000265500686506782,0.0758668211693129
03-Mar-2024 03:00:00,262.144679541037,3.68286510517527,965.44349278904,18.75,64,0.35,0.1,23.9,0.0194211262907099,0.0662907777389564,0.000362527690759918,0.000103579340217119,0.0247554623118915
03-Mar-2024 04:00:00,494.360665972767,3.29185116443249,1627.36173393208,20.75,66.75,0.35,0.15,21.1,0.0127506992252198,0.0410173095558274,0.000215072035124189,9.2173729338938e-05,0.012965771260344
03-Mar-2024 05:00:00,621.237246072962,3.14896651610584,1956.25528644156,30.5,109.75,0.325,0.125,8.925,0.0155910121809714,0.0561020848151347,0.000166133736354613,6.38975909056203e-05,0.00456228799066129
03-Mar-2024 06:00:00,623.49990635216,3.24040905787204,2020.39474412591,35,131.5,0.45,0.1,3.925,0.0173233473813763,0.0650862908757424,0.000222728752046267,4.94952782325037e-05,0.00194268967062577
03-Mar-2024 07:00:00,643.863848864939,2.66887027727463,1718.38908884728,40.25,153.5,0.475,0.1,7.8,0.0234231003101866,0.0893278483879168,0.000276421680679221,5.81940380377308e-05,0.004539134966943
03-Mar-2024 08:00:00,736.632920312043,1.88149525819387,1385.97134659661,55.75,237.25,0.525,0.175,17.625,0.0402244968028376,0.171179585048847,0.000378795709802506,0.000126265236600835,0.0127167131147984
03-Mar-2024 09:00:00,1038.40475977096,1.34037574338786,1391.8525518155,58.25,265.25,0.575,0.2,24.45,0.0418506974205136,0.190573347481394,0.000413118472391336,0.000143693381701334,0.0175665159129881
